mirID	logFC	logCPM	F	PValue
dme-miR-965-3p_MIMAT0005480 	0.660643482700968	4.77292827184703	7.28884088926843	0.0153632047032529
dme-miR-965-5p_MIMAT0020861 	-0.243997642586612	3.98971009185851	1.00689303536959	0.329982557374608
dme-miR-375-3p_MIMAT0005472 	-0.87915066198391	7.55567858273099	12.8071610298358	0.00237231144963535
dme-miR-375-5p_MIMAT0020853 	-2.66297501557872	-0.369463589572036	9.9706095007199	0.00585346109801541
dme-miR-4971-5p_MIMAT0020198 	-0.451361521974731	-0.819568715748651	0.574268965128465	0.459139662293046
dme-miR-4972-3p_MIMAT0020200 	-0.249171245813144	-0.776840473931391	0.154818719933424	0.698955704456326
dme-miR-1004-3p_MIMAT0005017 	-1.34750940796938	2.8616290167512	11.6240260022781	0.00341416186697148
dme-miR-1004-5p_MIMAT0032027 	-0.79807083769486	6.25843757658281	28.68148501794	5.58960292133445e-05
dme-miR-1005-3p_MIMAT0005018 	1.01152258787193	0.829778755155237	5.85669639607044	0.0272439503627546
dme-miR-4912-5p_MIMAT0020505 	-1.14499043720251	-2.39979583348659	0.381224850724453	0.545285181609188
dme-miR-2495-5p_MIMAT0012204 	-2.04630192721757	-2.58679872971995	2.14962506564369	0.162369581950157
dme-miR-959-3p_MIMAT0005473 	-2.04295388999425	-1.38904223940733	6.44073494371322	0.0214466966581551
dme-miR-959-5p_MIMAT0020854 	-1.21928606077913	-2.09026242391747	0.977959543839628	0.336831065835657
dme-miR-960-5p_MIMAT0005474 	-2.74832942618678	-1.05283217517588	29.0784789520888	5.18666194495288e-05
dme-miR-960-3p_MIMAT0020855 	-1.70168825465562	-2.66431602150079	1.37227791570404	0.25891291157742
dme-miR-961-5p_MIMAT0005475 	-0.686630552192698	-1.23281094688719	0.809147457159696	0.38117414373981
dme-miR-962-5p_MIMAT0005476 	1.63162901535539	-2.1027749626273	1.94576185102167	0.181341366756471
dme-miR-963-5p_MIMAT0005477 	1.40630973536661	-2.09132800264249	2.16269475383269	0.160007119708818
dme-miR-964-5p_MIMAT0005478 	-1.71886475159381	-1.36273702487933	5.49923927677274	0.0316736309018113
dme-miR-964-3p_MIMAT0020859 	0.284559752010584	-2.50233609337722	0.0445990339739155	0.835462995616868
dme-miR-966-5p_MIMAT0005481 	0.0292702537685321	4.38015271385028	0.015382426989453	0.902776940111372
dme-miR-966-3p_MIMAT0020862 	0.559276717977657	-2.83782235660115	0.110700594740513	0.743754260846381
dme-miR-932-5p_MIMAT0005479 	0.647589790308552	9.32943008035577	4.68210982126028	0.0452962000173219
dme-miR-932-3p_MIMAT0020860 	-0.380466230109068	6.28899926205174	3.59492819682331	0.0754145171543604
dme-miR-275-3p_MIMAT0000333 	0.844036566087115	8.79526231726445	6.07959141088932	0.024842182319968
dme-miR-275-5p_MIMAT0020801 	0.508356400883546	7.25785068116237	6.4160575504168	0.0216610510033287
dme-miR-305-5p_MIMAT0000391 	0.536682200522002	11.392873344372	4.43957134948053	0.0505686720172994
dme-miR-305-3p_MIMAT0020827 	0.0355528112238574	12.3194316780591	0.0169365825939598	0.898011583147999
dme-miR-4984-3p_MIMAT0020220 	0.120914085055298	-0.801022623048819	0.0463014312449374	0.832237520956662
dme-miR-2b-3p_MIMAT0000107 	0.264443683758493	9.95443301740306	1.4599877836386	0.243782510505522
dme-miR-2b-1-5p_MIMAT0020782 	-0.169473831440335	4.05626793159609	0.575803389687024	0.458550302131713
dme-miR-87-3p_MIMAT0000361 	-0.025424642975431	3.99200804496493	0.00960816690352607	0.92308356392099
dme-miR-87-5p_MIMAT0020821 	0.577685112633018	2.80160296436731	3.18942938577652	0.0923054648981498
dme-miR-9378-5p_MIMAT0035219 	-0.390853680417519	2.83294564298332	4.57199175688788	0.0476068941531089
dme-miR-4987-3p_MIMAT0020226 	-0.666013294235403	-2.34848764834237	0.323994235836681	0.576801687663788
dme-miR-263a-5p_MIMAT0000319 	-0.705819138126489	15.1084909458982	3.22569456404803	0.0906244626372773
dme-miR-263a-3p_MIMAT0020799 	1.15714462772749	5.81477805602242	15.7325968581609	0.00103009783122527
dme-miR-967-5p_MIMAT0005482 	-0.277508481769657	1.22722221931959	0.667173956082722	0.425550370152081
dme-miR-967-3p_MIMAT0020863 	0.589564391082303	-1.38641700300644	0.289131022832798	0.597878924768031
dme-miR-9382-5p_MIMAT0035227 	1.22575853336804	-1.3770408850909	2.57739666481435	0.127162224969324
dme-miR-2489-3p_MIMAT0012196 	-0.854951028740418	2.87306806183973	10.2804852554458	0.00527557470339327
dme-miR-1002-5p_MIMAT0005483 	-0.604128983156471	-1.28730911947167	1.0407868003647	0.353793081791438
dme-miR-1002-3p_MIMAT0020864 	-1.91753057425705	-1.75785788510836	3.76378730339977	0.0694719052285919
dme-miR-968-5p_MIMAT0005484 	0.479190677951657	-0.497725868058997	0.630090376025158	0.438468401843297
dme-miR-4943-5p_MIMAT0020151 	-2.33644618294754	-2.44164665449942	1.57608160439766	0.226627448834237
dme-miR-2497-3p_MIMAT0012209 	-0.614547357430966	-2.36220416652395	0.620721540330809	0.441831204695123
dme-miR-9c-5p_MIMAT0000392 	-0.12598003311336	11.2226891634694	0.527155143589567	0.477869461538237
dme-miR-9c-3p_MIMAT0020828 	0.968523943879754	-1.16680695978707	2.55805317643737	0.128500261552273
dme-miR-306-5p_MIMAT0000393 	-0.220576313895934	10.2444080516394	1.08169080652702	0.313159929378185
dme-miR-306-3p_MIMAT0000394 	0.943932613903426	3.85928167199784	8.51429369138652	0.00973297932497318
dme-miR-79-3p_MIMAT0000352 	0.3015249237479	3.20413414258609	1.15825459965182	0.297146973019879
dme-miR-79-5p_MIMAT0020814 	-0.349902196304674	0.552450374988428	0.809755901366355	0.380999319018068
dme-miR-9b-5p_MIMAT0000395 	0.270730668448727	9.41444281482617	1.83670665272888	0.193405429338677
dme-miR-9b-3p_MIMAT0020829 	0.634648818045743	5.26881206310731	4.08269710380071	0.0596784039785398
dme-miR-1006-3p_MIMAT0005019 	-0.178315833465015	5.30481082397352	0.69015204280627	0.417844752230227
dme-miR-1006-5p_MIMAT0020903 	0.646018274081503	0.973257051734583	2.6526008853186	0.122117405633474
dme-miR-124-3p_MIMAT0000351 	0.798504189054656	8.42347146386688	6.76364358437458	0.0188537414493216
dme-miR-124-5p_MIMAT0020813 	0.10790872757062	7.5313983058291	0.229311820218522	0.638251148962496
dme-miR-100-5p_MIMAT0000357 	0.00670152249054053	8.15987521545999	0.00069118406559988	0.979337672445961
dme-miR-100-3p_MIMAT0020818 	0.379221548441383	4.86210224811594	5.1875034207857	0.036222365852346
dme-let-7-5p_MIMAT0000396 	-0.500725578090549	14.6576080753691	7.15149482056281	0.0161991082832914
dme-let-7-3p_MIMAT0020830 	0.945349845521809	3.53162518534017	8.37872796792976	0.0102231014045193
dme-miR-125-5p_MIMAT0000397 	-0.328333843628021	10.8949908208092	2.78878487425169	0.113581154012493
dme-miR-125-3p_MIMAT0020831 	0.0695332630326874	7.20186952598746	0.132487983855601	0.720438597812254
dme-miR-2a-3p_MIMAT0000106 	0.221826756025739	10.2441091499544	1.0674217241921	0.316275279467337
dme-miR-2a-2-5p_MIMAT0020781 	0.893922755626009	8.11029498380421	22.416310454207	0.000201247785462616
dme-miR-2a-3p_MIMAT0000106_1 	0.220913653522345	10.2379857981952	1.0602247769484	0.317862936665181
dme-miR-2a-1-5p_MIMAT0020780 	0.165591601444325	3.2677237736213	0.237497660181194	0.632361566301595
dme-miR-2b-3p_MIMAT0000107_1 	0.264441878279661	9.95129813200741	1.45702626365434	0.244241858637276
dme-miR-2b-2-5p_MIMAT0020783 	0.546490922889098	7.94359507148683	3.84868051242684	0.0666924236324857
dme-miR-1-3p_MIMAT0000105 	-1.62247730761296	9.2205910062848	7.5329903511551	0.0140001888735728
dme-miR-1-5p_MIMAT0020779 	0.424597960940195	-0.785521890553116	0.324996023945977	0.576218769903093
dme-miR-4973-5p_MIMAT0020201 	-0.407191168948969	-0.147579546363833	1.00789614143032	0.329748664159334
dme-miR-133-3p_MIMAT0000340 	-0.984355362960927	15.0968181883299	20.005366179707	0.000349464237515697
dme-miR-133-5p_MIMAT0020806 	-0.37687288603935	5.30819578429601	3.6181213449904	0.07456392949672
dme-miR-9374-5p_MIMAT0035211 	-0.728698782382214	-1.05872179285065	1.06798962812711	0.316150468998742
dme-miR-4974-5p_MIMAT0020203 	3.71369772288136	-2.5732848816313	3.60827448161185	0.076044414258517
dme-miR-2279-5p_MIMAT0011784 	0.297295067724943	-0.635783858091584	0.676541626461084	0.574534150122344
dme-miR-4975-5p_MIMAT0020205 	-0.592189999281563	1.58524908389422	5.62954672822225	0.0299694176865636
dme-miR-4976-5p_MIMAT0020206 	2.15875841867947	1.35569010361575	30.3673377791395	4.08684210740502e-05
dme-miR-4909-3p_MIMAT0020515 	0.0991068940203407	-2.00449954851503	0.0163269498092074	0.923932446570043
dme-miR-4981-3p_MIMAT0020214 	-0.0582527494547158	5.20349020507645	0.135293340304867	0.717631024911655
dme-miR-986-5p_MIMAT0005503 	0.146392129290608	10.4780962532856	0.665698686751069	0.426052703931857
dme-miR-986-3p_MIMAT0020884 	-0.420731698755286	-0.0589329521541931	0.813139599831353	0.380029253213996
dme-miR-987-5p_MIMAT0005504 	0.0874650568118633	13.2373281641026	0.132646094371312	0.720279466072993
dme-miR-987-3p_MIMAT0020885 	0.147727713928071	2.13969786776917	0.308624323634558	0.585899557461839
dme-miR-14-3p_MIMAT0000120 	-0.105624548000873	15.6785103061051	0.109192312847306	0.745179424900974
dme-miR-14-5p_MIMAT0020798 	0.323680628055458	9.14230381495113	3.21846675426667	0.0909565810197077
dme-miR-307a-3p_MIMAT0000398 	0.30412367280452	6.43136409361807	1.34355773416952	0.262731206652294
dme-miR-307a-5p_MIMAT0020832 	0.537642474714042	1.97187407206112	1.70472197293416	0.209391907773066
dme-miR-1008-3p_MIMAT0005021 	-0.0642959327509736	-0.437378458379538	0.0103479750751141	0.920187684281069
dme-miR-1008-5p_MIMAT0032028 	-0.192632724915273	4.44794791788905	0.710097424543272	0.411331101324169
dme-miR-988-3p_MIMAT0005505 	-0.355132606523491	4.18086501559837	0.897463539331263	0.356985053020333
dme-miR-988-5p_MIMAT0020886 	0.808088398598161	7.27500311903915	4.09408613815301	0.0593596286881774
dme-miR-281-3p_MIMAT0000345 	0.608285110081645	6.93092451107561	16.7564312217443	0.000784370368079862
